[BFS] Starting exhaustive BFS exploration (frontier cap=15000)
[BFS] f=0 front=2 dedup=2 deaths=0 Y=[577..577] mode=0 grav=N X≈0px pct=0% ms/f=38.1
[BFS] f=1 front=3 dedup=3 deaths=0 Y=[571..577] mode=0 grav=N X≈2px pct=0% ms/f=20.7
[BFS] f=2 front=4 dedup=4 deaths=0 Y=[567..577] mode=0 grav=N X≈5px pct=0% ms/f=14.2
[BFS] f=3 front=5 dedup=5 deaths=0 Y=[562..577] mode=0 grav=N X≈8px pct=0% ms/f=10.9
[BFS] f=4 front=6 dedup=6 deaths=0 Y=[558..577] mode=0 grav=N X≈11px pct=0% ms/f=9.0
[BFS] f=5 front=7 dedup=7 deaths=0 Y=[555..577] mode=0 grav=N X≈13px pct=0% ms/f=7.7
[BFS] f=6 front=8 dedup=8 deaths=0 Y=[552..577] mode=0 grav=N X≈16px pct=0% ms/f=6.8
[BFS] f=7 front=9 dedup=9 deaths=0 Y=[549..577] mode=0 grav=N X≈19px pct=0% ms/f=6.0
[BFS] f=8 front=10 dedup=10 deaths=0 Y=[547..577] mode=0 grav=N X≈22px pct=0% ms/f=5.4
[BFS] f=9 front=11 dedup=11 deaths=0 Y=[545..577] mode=0 grav=N X≈24px pct=0% ms/f=4.9
[BFS] f=10 front=12 dedup=12 deaths=0 Y=[544..577] mode=0 grav=N X≈27px pct=0% ms/f=4.5
[BFS] f=11 front=13 dedup=13 deaths=0 Y=[543..577] mode=0 grav=N X≈30px pct=0% ms/f=4.2
[BFS] f=12 front=14 dedup=14 deaths=0 Y=[542..577] mode=0 grav=N X≈33px pct=0% ms/f=3.9
[BFS] f=13 front=15 dedup=15 deaths=0 Y=[542..577] mode=0 grav=N X≈35px pct=0% ms/f=3.6
[BFS] f=14 front=16 dedup=16 deaths=0 Y=[542..577] mode=0 grav=N X≈38px pct=0% ms/f=3.4
[BFS] f=15 front=17 dedup=17 deaths=0 Y=[542..577] mode=0 grav=N X≈41px pct=0% ms/f=3.3
[BFS] f=16 front=18 dedup=18 deaths=0 Y=[542..577] mode=0 grav=N X≈44px pct=0% ms/f=3.1
[BFS] f=17 front=19 dedup=19 deaths=0 Y=[542..577] mode=0 grav=N X≈47px pct=0% ms/f=3.0
[BFS] f=18 front=20 dedup=20 deaths=0 Y=[542..577] mode=0 grav=N X≈49px pct=0% ms/f=2.9
[BFS] f=19 front=21 dedup=21 deaths=0 Y=[542..577] mode=0 grav=N X≈52px pct=0% ms/f=2.8
[BFS] f=20 front=22 dedup=22 deaths=0 Y=[542..577] mode=0 grav=N X≈55px pct=0% ms/f=2.6
[BFS] f=21 front=23 dedup=23 deaths=0 Y=[542..577] mode=0 grav=N X≈58px pct=0% ms/f=2.6
[BFS] f=22 front=24 dedup=24 deaths=0 Y=[542..577] mode=0 grav=N X≈60px pct=0% ms/f=2.5
[BFS] f=23 front=25 dedup=25 deaths=0 Y=[542..577] mode=0 grav=N X≈63px pct=0% ms/f=2.4
[BFS] f=24 front=26 dedup=26 deaths=0 Y=[542..577] mode=0 grav=N X≈66px pct=0% ms/f=2.3
[BFS] f=25 front=27 dedup=27 deaths=0 Y=[542..577] mode=0 grav=N X≈69px pct=0% ms/f=2.3
[BFS] f=26 front=27 dedup=27 deaths=0 Y=[542..577] mode=0 grav=N X≈71px pct=0% ms/f=2.2
